label,sms,processed_sms
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,discount code rp stop messages reply stop wwwregalportfoliocouk customer services
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,kick new season wks free goals news ur mobile txt ur club name eg villa
ham,"Merry Christmas to you too babe, i love ya *kisses*",merry christmas babe love ya kisses
ham,K:)k.are you in college?,kkare college
ham,Ya very nice. . .be ready on thursday,ya nice ready thursday
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,nothing ever easy dont looking reason take risk life love
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol please actually send pic right wanna see pose comb hair dryer something
ham,Only saturday and sunday holiday so its very difficult:),saturday sunday holiday difficult
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,please da call mistake side sorry da pls da goto doctor
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly ive made lovely cup tea promptly dropped keys burnt fingers getting
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,charges transfer charges withdraw anyhow like
ham,U 2.,u
ham,Yavnt tried yet and never played original either,yavnt tried yet never played original either
ham,"2 celebrate my bday, y else?",celebrate bday else
ham,Is she replying. Has boye changed his phone number,replying boye changed phone number
ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan
ham,But you dint in touch with me.,dint touch
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose homeowners tenants welcome previously refused still help call free text back help
ham,How much for an eighth?,much eighth
ham,I am in hospital da. . I will return home in evening,hospital da return home evening
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,nooooooo im gonna bored death day cable internet outage
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei decide lor abt leona oops tot ben going n msg
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative freephone ampm guaranteed cash prize
ham,"""Are you comingdown later?""",comingdown later
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,updatenow mths half price orange line rental minscall mobileupd calloptoutjq
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",sorry light turned green meant another friend wanted ltgt worth may around
ham,"Sorry, I'll call later",sorry ill call later
ham,Anytime lor...,anytime lor
ham,Dear reached railway. What happen to you,dear reached railway happen
ham,Some are lasting as much as 2 hours. You might get lucky.,lasting much hours might get lucky
ham,Do you like shaking your booty on the dance floor?,like shaking booty dance floor
ham,R u meeting da ge at nite tmr?,r u meeting da ge nite tmr
ham,my ex-wife was not able to have kids. Do you want kids one day?,exwife able kids want kids one day
ham,Lol u still feeling sick?,lol u still feeling sick
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,got seventeen pounds seven hundred ml hope ok
ham,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b angry msg u aft come home tonight
ham,Anything lor is she coming?,anything lor coming
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",im see cant see maybe reboot ym seen buzz
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,well wasnt available washob nobbing last night ask nickey platt instead
ham,First answer my question.,first answer question
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer services
ham,Oh ok no prob..,oh ok prob
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come well plenty time claire goes work
ham,Surely result will offer:),surely result offer
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin ltgt mins il reply u
ham,ok. I am a gentleman and will treat you with dignity and respect.,ok gentleman treat dignity respect
ham,Thanks for picking up the trash.,thanks picking trash
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight pence
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,free msg single find partner area real people waiting chat nowsend chat cncl send stopcs per msg
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ned go toa payoh return smth u wan send wat
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sports fans get latest sports news str ur mobile wk free plus free tone txt sport wwwgetzedcouk norm txtp
ham,Can't take any major roles in community outreach. You rock mel,cant take major roles community outreach rock mel
ham,I send the print  outs da.,send print outs da
ham,LOL what happens in Vegas stays in vegas,lol happens vegas stays vegas
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi mandy sullivan calling hotmix fmyou chosen receive easter prize drawplease telephone claim prize transferred someone else
ham,I think chennai well settled?,think chennai well settled
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime
ham,Ok...,ok
ham,My uncles in Atlanta. Wish you guys a great semester.,uncles atlanta wish guys great semester
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos pick ill swing usf little bit
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,tried call reply sms video mobile mins unlimited text free camcorder reply call
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
ham,have * good weekend.,good weekend
ham,Ok i msg u b4 i leave my house.,ok msg u b leave house
ham,Anything lar then ü not going home 4 dinner?,anything lar going home dinner
ham,Eatin my lunch...,eatin lunch
ham,You still around? I could use a half-8th,still around could use halfth
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison rightly said fool ask questions wise man answer know us speechless viva gmgngegnt
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
ham,"sry can't talk on phone, with parents",sry cant talk phone parents
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",youve tkts euro cup final cash collect call b pobox ppm
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",guess thats worried must know theres way body repairs im quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin
